@relation 'Sax dominant'

@attribute o1atMff numeric
@attribute o1atLff numeric
@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMhh numeric
@attribute o1atLhh numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMfg numeric
@attribute o1atLfg numeric
@attribute o1atMhi numeric
@attribute o1atLhi numeric
@attribute o1atMfh numeric
@attribute o1atLfh numeric
@attribute o1atMdh numeric
@attribute o1atLdh numeric
@attribute o1atMfk numeric
@attribute o1atLfk numeric
@attribute o1atMkg numeric
@attribute o1atLkg numeric
@attribute o1atMgc numeric
@attribute o1atLgc numeric
@attribute o1atMif numeric
@attribute o1atLif numeric
@attribute o1atMgf numeric
@attribute o1atLgf numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMee numeric
@attribute o1atLee numeric
@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atMgg numeric
@attribute o1atLgg numeric
@attribute o1atMii numeric
@attribute o1atLii numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMef numeric
@attribute o1atLef numeric
@attribute o1atMij numeric
@attribute o1atLij numeric
@attribute o1atMgh numeric
@attribute o1atLgh numeric
@attribute o1atMce numeric
@attribute o1atLce numeric
@attribute o1atMgi numeric
@attribute o1atLgi numeric
@attribute o1atMad numeric
@attribute o1atLad numeric
@attribute o1atMgk numeric
@attribute o1atLgk numeric
@attribute o1atMcj numeric
@attribute o1atLcj numeric
@attribute o1atMhe numeric
@attribute o1atLhe numeric
@attribute o1atMjh numeric
@attribute o1atLjh numeric
@attribute o1atMhf numeric
@attribute o1atLhf numeric
@attribute o1atMfd numeric
@attribute o1atLfd numeric
@attribute o1atMhg numeric
@attribute o1atLhg numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMji numeric
@attribute o1atLji numeric
@attribute o1atMfe numeric
@attribute o1atLfe numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMjj numeric
@attribute o1atLjj numeric
@attribute o1atMdf numeric
@attribute o1atLdf numeric
@attribute o1atMbf numeric
@attribute o1atLbf numeric
@attribute o1atMih numeric
@attribute o1atLih numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMeg numeric
@attribute o1atLeg numeric
@attribute o1atMfc numeric
@attribute o1atLfc numeric
@attribute o1atMjk numeric
@attribute o1atLjk numeric
@attribute o1atMkj numeric
@attribute o1atLkj numeric
@attribute o1atMaa numeric
@attribute o1atLkk numeric
@attribute o1atMik numeric
@attribute o1atLik numeric
@attribute o1atMek numeric
@attribute o1atLek numeric
@attribute o1atMdb numeric
@attribute o1atLdb numeric
@attribute o1atMeb numeric
@attribute o1atLeb numeric
@attribute o1atMec numeric
@attribute o1atLec numeric
@attribute o1atMki numeric
@attribute o1atLki numeric
@attribute o1atMjg numeric
@attribute o1atLjg numeric
@attribute o1atMhj numeric
@attribute o1atLhj numeric
@attribute o1atMia numeric
@attribute o1atLia numeric
@attribute o1atMid numeric
@attribute o1atLid numeric
@attribute o1atMeh numeric
@attribute o1atLeh numeric
@attribute o1atMei numeric
@attribute o1atLei numeric
@attribute o1atMaf numeric
@attribute o1atLaf numeric
@attribute o1atMje numeric
@attribute o1atLje numeric
@attribute o1atMjf numeric
@attribute o1atLjf numeric
@attribute o1atMfj numeric
@attribute o1atLfj numeric
@attribute o1atMge numeric
@attribute o1atLge numeric
@attribute o1atMcf numeric
@attribute o1atLcf numeric
@attribute o1atMch numeric
@attribute o1atLch numeric
@attribute o1atMhk numeric
@attribute o1atLhk numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMbd numeric
@attribute o1atLbd numeric
@attribute o1atMdg numeric
@attribute o1atLdg numeric
@attribute o1atMfi numeric
@attribute o1atLfi numeric
@attribute o1atMgd numeric
@attribute o1atLgd numeric
@attribute o1atMgj numeric
@attribute o1atLgj numeric
@attribute o1atMbe numeric
@attribute o1atLbe numeric
@attribute o1atMig numeric
@attribute o1atLig numeric
@attribute o1atMcg numeric
@attribute o1atLcg numeric
@attribute o1atMae numeric
@attribute o1atLae numeric
@attribute o1atMie numeric
@attribute o1atLie numeric
@attribute o1atMej numeric
@attribute o1atLej numeric
@attribute o1atMjd numeric
@attribute o1atLjd numeric
@attribute o1atMdk numeric
@attribute o1atLdk numeric
@attribute o1atMke numeric
@attribute o1atLke numeric
@attribute o1atMci numeric
@attribute o1atLci numeric
@attribute o1atMbh numeric
@attribute o1atLbh numeric
@attribute o1atMag numeric
@attribute o1atLag numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute o1atMib numeric
@attribute o1atLib numeric
@attribute o1atMai numeric
@attribute o1atLai numeric
@attribute o1atMgb numeric
@attribute o1atLgb numeric
@attribute o1atMkh numeric
@attribute o1atLkh numeric
@attribute o1atMck numeric
@attribute o1atLck numeric
@attribute o1atMah numeric
@attribute o1atLah numeric
@attribute o1atMfb numeric
@attribute o1atLfb numeric
@attribute o1atMbg numeric
@attribute o1atLbg numeric
@attribute o1atMbk numeric
@attribute o1atLbk numeric
@attribute o1atMhc numeric
@attribute o1atLhc numeric
@attribute o1atMhd numeric
@attribute o1atLhd numeric
@attribute o1atMdj numeric
@attribute o1atLdj numeric
@attribute o1atMda numeric
@attribute o1atLda numeric
@attribute o1atMea numeric
@attribute o1atLea numeric
@attribute o1atMbj numeric
@attribute o1atLbj numeric
@attribute o1atMkf numeric
@attribute o1atLkf numeric
@attribute destClass {0.0,1.0}

@data
49,48,22,72,14,85,67,26,28,65,14,78,54,36,71,22,55,31,29,31,56,3,64,2,20,39,55,24,52,39,28,65,15,79,35,59,17,77,60,33,79,21,19,73,37,53,81,14,62,29,20,66,65,24,8,75,65,3,20,14,41,30,70,13,55,30,29,53,63,27,19,74,81,13,41,53,8,87,91,11,28,54,16,54,70,23,7,87,41,39,20,54,93,2,92,2,6,1,82,3,41,3,16,75,16,66,19,66,81,2,64,13,71,14,8,24,29,24,41,31,41,25,8,54,41,13,55,13,56,14,41,39,20,54,20,31,71,3,7,79,16,74,29,40,56,25,29,39,65,14,16,66,64,24,20,40,8,66,41,24,41,14,29,13,29,3,41,2,20,25,16,31,8,40,8,79,16,24,8,25,16,39,70,2,20,3,8,31,16,54,16,40,16,3,20,30,29,30,29,14,8,75,8,66,16,14,55,2,0.0
48,44,18,78,3,90,72,21,23,62,4,89,52,32,75,13,56,28,28,29,59,1,65,2,11,36,57,16,52,31,21,63,4,88,26,56,6,87,57,26,86,10,7,82,34,51,88,1,62,23,9,66,64,14,4,84,66,1,11,5,38,28,77,3,56,27,25,55,62,23,8,82,88,2,33,49,2,91,90,0,27,54,6,57,76,13,3,92,37,35,11,56,93,0,92,0,2,0,91,0,39,2,4,82,5,65,10,65,90,1,65,3,76,3,3,16,28,16,37,29,37,16,4,57,38,4,58,4,57,3,36,33,11,57,11,30,79,1,3,90,5,83,28,36,57,15,27,36,64,3,6,67,64,14,11,37,4,67,38,16,37,4,28,4,29,2,38,2,11,17,6,30,4,37,2,89,5,16,4,17,5,36,78,2,12,3,4,30,5,56,6,37,6,3,11,29,28,29,28,4,2,83,3,66,6,5,58,2,0.0
55,40,31,59,14,91,61,32,37,56,19,76,56,37,63,31,56,34,37,35,57,2,60,2,32,38,56,31,56,37,35,54,18,76,46,51,29,72,58,37,66,29,31,63,49,44,69,25,60,34,33,58,60,31,3,63,61,2,33,26,50,34,63,24,56,34,37,43,59,34,29,62,69,24,49,42,2,92,91,22,37,45,19,45,62,30,2,93,50,38,32,44,93,2,92,2,1,1,70,2,51,2,18,62,18,57,31,57,69,2,60,25,63,25,2,31,37,31,50,34,50,31,3,45,50,25,56,25,56,25,50,38,33,45,33,35,64,2,3,77,19,63,37,39,56,31,37,38,60,25,19,58,59,31,33,39,3,58,50,31,50,25,37,25,38,3,50,2,33,32,19,35,3,39,2,76,18,31,3,32,18,38,63,2,33,3,3,35,18,44,19,39,19,3,32,34,37,34,37,26,2,62,2,57,19,26,56,2,0.0
56,35,32,65,6,93,70,21,37,52,9,86,62,30,73,20,62,24,40,24,63,4,71,3,23,32,63,22,61,28,38,53,8,86,46,47,16,83,68,25,77,19,20,72,51,39,79,16,69,23,21,55,71,21,1,72,71,4,23,16,53,24,73,15,61,24,39,41,68,22,21,71,79,15,49,40,1,94,89,13,38,40,9,42,73,19,1,94,53,30,22,42,92,3,91,3,0,1,80,4,53,4,9,72,9,55,22,55,79,3,71,15,73,16,1,22,40,22,53,24,53,22,1,42,53,15,63,15,63,16,53,31,22,42,23,24,73,4,1,86,9,72,40,31,63,22,40,31,71,16,9,55,71,20,23,32,1,55,53,22,53,16,40,15,40,4,53,3,23,22,9,24,1,32,1,86,9,22,1,22,9,32,73,3,23,4,1,24,9,42,9,32,9,4,23,24,40,24,40,16,1,72,1,55,9,16,63,3,0.0
41,52,35,58,11,86,54,41,37,55,13,79,43,48,59,31,43,45,38,45,46,2,49,0,31,49,43,33,43,48,36,54,14,78,38,53,26,75,45,45,78,26,30,61,39,53,83,9,47,43,31,56,47,31,7,64,50,1,32,11,40,45,60,9,43,45,37,52,47,43,29,62,82,9,39,52,5,88,92,6,37,54,15,55,59,31,6,89,40,48,30,53,94,1,93,0,4,0,84,1,41,2,14,63,14,56,29,55,83,0,48,9,61,9,6,33,38,33,40,45,40,33,7,55,40,11,44,11,45,11,40,48,31,54,31,45,62,1,6,80,15,63,38,49,43,33,38,48,49,9,15,57,47,31,31,49,7,57,40,33,41,11,38,11,39,2,40,1,31,33,15,46,7,50,6,79,15,33,7,34,15,49,61,0,32,2,7,46,15,54,15,50,16,2,31,45,38,45,39,11,6,63,6,56,16,12,45,1,0.0
52,48,35,62,14,90,66,29,36,57,17,77,54,38,68,26,56,32,38,32,57,9,62,8,28,38,56,26,55,38,35,57,15,77,38,55,24,74,59,34,75,24,28,66,42,51,77,17,62,30,28,57,62,26,2,67,63,8,29,18,42,32,68,17,56,32,37,52,62,31,28,64,77,17,42,50,2,92,85,15,37,52,17,52,68,26,2,93,42,38,28,52,87,8,86,8,0,7,78,8,43,9,17,66,17,57,28,57,77,8,62,17,68,17,2,26,37,26,43,32,43,27,2,53,42,17,56,17,56,18,42,38,28,52,29,32,69,8,2,78,17,66,37,38,56,27,37,38,62,17,17,57,62,26,28,38,2,58,42,26,43,18,37,17,38,9,42,8,29,27,18,32,2,39,2,77,17,26,3,27,17,38,68,8,29,9,3,33,17,52,17,38,18,9,28,32,37,32,38,18,2,66,2,57,18,18,56,8,0.0
40,58,35,63,24,80,50,53,36,60,27,69,41,55,55,38,41,54,36,54,41,1,41,0,31,54,40,38,40,54,35,59,26,68,36,59,31,66,41,54,77,32,32,64,37,59,82,11,41,54,32,60,42,39,13,64,42,1,32,13,36,53,56,12,40,53,35,58,41,53,31,63,82,12,36,58,12,82,94,7,36,59,27,59,56,38,13,83,37,55,31,58,95,0,94,0,10,0,83,0,37,1,26,63,26,59,31,59,82,0,41,12,56,13,12,38,35,38,37,54,37,39,13,59,36,12,40,12,41,13,36,54,32,59,32,54,57,1,13,69,27,64,36,55,41,39,35,54,42,13,27,60,41,38,32,55,13,60,36,38,37,13,35,12,36,1,36,0,32,39,27,54,13,55,12,68,26,38,13,39,26,54,56,0,32,1,13,54,26,58,27,55,27,1,31,53,35,53,36,13,12,63,12,59,27,13,40,0,0.0
37,57,36,58,27,86,57,53,37,58,29,66,37,57,65,30,38,55,37,56,38,1,39,0,35,57,37,29,37,57,36,58,29,65,37,58,34,63,37,57,84,21,35,59,37,58,88,7,40,55,36,59,40,30,6,60,40,1,36,8,37,55,65,7,37,55,36,57,39,55,35,59,87,7,37,57,6,89,94,4,37,58,30,58,65,29,6,89,37,58,35,57,95,1,94,0,3,0,88,1,38,1,29,59,29,58,35,58,87,0,39,7,66,8,6,29,36,29,38,56,38,30,6,58,37,7,37,7,38,8,37,57,36,58,36,56,66,1,6,66,30,60,37,58,38,30,36,57,40,8,30,59,39,29,36,58,6,59,37,29,38,8,36,7,37,1,37,0,36,30,30,56,6,58,6,65,29,29,6,30,29,57,65,0,36,1,6,56,29,57,30,58,30,1,35,55,36,55,37,8,6,59,6,58,30,8,37,0,0.0
44,52,34,61,21,89,56,40,35,61,24,72,46,48,60,33,47,43,35,44,47,1,51,0,33,48,46,34,44,47,34,60,23,71,38,60,33,69,48,46,68,30,34,62,40,55,77,17,50,43,34,61,51,35,5,62,52,1,34,18,40,43,60,17,45,42,34,54,50,41,33,61,77,16,39,54,4,90,94,8,35,55,24,55,59,33,5,91,40,49,33,54,95,0,94,0,3,0,78,0,41,1,23,61,23,60,33,60,77,0,51,17,60,17,4,34,34,34,41,44,41,35,5,55,40,17,46,17,47,18,39,48,34,55,34,44,61,0,5,72,24,62,35,49,47,35,34,48,51,18,24,61,51,33,34,49,5,61,40,34,41,18,34,17,35,1,40,0,34,35,24,44,5,49,4,71,23,34,5,35,23,48,60,0,34,1,5,44,23,54,24,49,24,1,33,43,34,43,35,18,4,61,4,60,24,18,46,0,1.0
52,43,38,57,18,92,62,32,41,55,23,72,53,41,65,30,54,34,41,35,54,11,60,10,35,41,53,30,53,41,40,53,20,72,47,52,33,68,58,40,69,28,36,60,49,46,70,25,60,34,36,55,61,31,2,60,61,11,36,25,49,34,64,24,53,34,40,45,59,34,34,57,70,24,49,45,1,93,82,23,41,46,23,46,64,29,1,94,49,42,35,45,85,10,84,10,0,8,71,11,50,11,21,59,22,54,35,53,70,10,60,24,65,25,1,30,40,30,50,35,50,31,2,46,49,24,53,24,54,25,49,41,36,46,36,35,65,11,2,73,23,60,41,42,54,31,40,41,61,25,23,55,60,30,36,42,2,55,49,30,50,25,40,24,41,11,49,10,36,31,23,35,2,42,1,72,22,30,2,31,22,41,64,10,36,11,2,35,22,45,23,42,23,11,35,34,40,34,41,25,1,59,1,54,23,25,53,10,1.0
51,41,32,66,13,88,59,36,37,56,18,78,53,39,61,32,53,38,39,39,54,3,56,3,27,41,53,33,52,39,36,56,17,76,43,50,26,73,54,39,64,31,27,68,46,45,71,24,55,38,28,57,56,33,5,68,57,3,28,25,48,38,61,24,53,37,37,46,56,37,27,67,70,22,46,44,3,90,90,18,38,47,18,47,59,33,5,91,48,41,27,46,92,3,92,3,2,1,71,3,49,3,17,67,17,56,27,56,70,3,56,24,62,24,4,33,38,33,48,39,48,34,5,47,48,24,53,24,54,24,47,40,28,47,28,39,62,3,5,78,18,68,39,42,53,33,38,41,57,24,18,57,56,33,28,42,5,57,48,33,49,25,38,24,39,3,48,3,28,34,18,39,5,42,4,77,17,33,5,34,17,41,61,3,28,3,5,39,17,46,18,42,18,3,27,38,38,38,39,25,4,67,4,56,18,25,53,3,0.0
42,53,37,59,28,86,51,52,38,58,31,64,42,53,56,40,43,53,38,53,43,1,42,0,35,52,42,39,42,52,37,57,31,63,41,57,35,60,42,52,72,35,36,59,42,54,77,18,43,52,36,58,43,40,7,60,43,1,36,18,41,52,55,17,42,52,37,53,42,52,35,59,77,16,41,53,6,88,94,12,38,54,32,54,54,39,7,89,42,53,35,53,95,0,94,0,4,0,78,1,42,1,31,59,31,57,35,57,77,0,42,17,56,18,6,39,37,39,42,53,42,40,7,54,41,17,42,17,43,18,41,52,36,54,36,53,56,1,7,64,32,60,38,53,43,40,37,52,43,18,32,58,42,39,36,53,7,58,41,39,42,18,37,17,38,1,41,0,36,40,32,53,7,53,6,63,31,39,7,40,31,52,55,0,36,1,7,53,31,53,32,53,32,1,35,52,37,52,38,18,6,59,6,57,32,18,42,0,0.0
46,51,41,54,15,87,60,35,42,53,19,76,49,46,61,32,49,37,42,37,50,8,58,8,39,45,49,33,48,45,41,53,18,75,43,53,38,73,57,42,66,32,39,56,44,52,68,27,57,36,40,54,58,33,6,56,59,8,40,28,43,36,61,27,49,36,41,51,58,35,39,55,67,27,43,51,4,89,86,26,42,52,19,52,61,33,5,90,44,46,39,51,87,8,87,8,3,7,68,8,44,8,18,55,18,53,39,53,67,8,58,27,62,27,5,33,41,33,44,37,44,34,6,52,43,27,49,27,50,28,43,45,40,52,40,37,62,8,6,77,19,56,42,46,49,34,41,45,59,27,19,54,58,33,40,46,6,54,43,33,44,28,41,27,42,8,43,8,40,34,19,37,6,46,5,76,18,33,6,34,18,45,61,8,40,8,6,37,18,51,19,46,19,8,39,36,41,36,42,28,5,55,5,53,19,28,49,8,1.0
45,50,43,54,11,89,56,46,44,52,18,78,46,50,60,35,46,47,44,47,46,2,48,1,39,49,45,34,45,49,43,51,17,77,44,51,38,71,48,49,70,30,40,56,45,51,71,23,49,47,40,52,49,35,6,56,49,2,40,24,44,46,60,23,45,46,43,50,48,46,39,55,71,23,44,50,5,89,92,22,44,51,18,51,60,34,6,90,45,50,39,50,94,1,93,1,5,0,72,1,45,2,17,55,17,51,39,51,71,1,48,23,60,24,5,34,43,34,45,47,45,35,6,51,44,23,45,23,46,24,44,49,40,51,40,47,61,2,6,78,18,56,44,50,46,35,43,49,49,24,18,52,48,34,40,50,6,52,44,34,45,24,43,23,44,2,44,1,40,35,18,47,6,50,5,77,17,34,6,35,17,49,60,1,40,2,6,47,17,50,18,50,18,2,39,46,43,46,44,24,5,55,5,51,18,24,45,1,0.0
45,54,37,59,25,84,58,44,38,58,28,68,47,49,61,35,47,45,38,45,47,1,50,0,34,48,46,34,46,48,37,57,27,67,38,57,33,65,50,47,70,32,35,61,40,56,72,23,51,45,35,58,51,35,7,61,51,1,35,23,39,44,60,22,46,44,37,55,50,44,34,60,72,22,39,55,6,88,94,20,38,56,28,56,60,34,7,89,40,49,34,55,95,0,94,0,2,0,73,1,40,1,27,60,27,57,34,57,72,0,50,22,61,23,6,34,37,34,40,45,40,35,7,56,39,22,46,22,47,23,39,48,35,56,35,45,61,1,7,68,28,61,38,49,47,35,37,48,51,23,28,58,50,34,35,49,7,58,39,34,40,23,37,22,38,1,39,0,35,35,28,45,7,49,6,67,27,34,7,35,27,48,60,0,35,1,7,45,27,55,28,49,28,1,34,44,37,44,38,23,6,60,6,57,28,23,46,0,0.0
54,44,31,72,11,89,65,34,36,58,12,81,57,38,68,28,57,36,37,36,57,7,59,6,20,38,56,27,55,38,35,58,13,81,46,53,18,79,58,36,76,25,20,73,48,46,78,17,60,36,21,58,60,28,4,75,60,7,21,17,48,35,67,16,56,35,36,46,59,34,20,74,78,16,48,45,4,90,85,14,36,47,14,47,67,27,4,91,49,38,20,46,89,6,88,6,3,3,79,7,49,7,13,74,13,58,20,58,78,6,59,16,68,17,4,27,36,27,49,36,49,28,5,47,48,16,56,16,57,17,48,38,21,47,21,36,68,7,4,82,13,74,37,39,57,28,36,38,60,17,14,58,59,27,21,39,5,59,48,27,49,17,36,16,37,7,48,6,21,28,14,36,5,39,4,81,13,27,5,28,13,38,67,6,21,7,5,36,13,46,14,39,14,7,20,35,36,35,37,17,4,74,4,58,14,17,56,6,1.0
51,45,39,60,14,95,62,33,40,54,18,77,52,43,65,27,53,38,41,38,53,6,57,5,32,42,52,28,52,42,40,54,18,76,45,53,30,72,53,41,76,24,32,62,48,47,79,14,56,37,32,54,57,29,0,63,58,6,33,16,47,37,66,15,52,37,40,47,57,37,32,62,78,15,47,47,0,95,86,12,41,47,19,48,66,28,0,95,48,43,32,47,90,5,89,4,0,2,80,5,48,6,18,62,18,54,32,54,79,5,57,15,66,15,0,28,40,28,48,38,48,29,0,48,47,15,52,15,53,16,47,42,33,47,33,38,67,6,0,77,18,63,41,43,53,29,40,42,58,16,18,55,57,28,33,43,0,55,47,28,48,16,40,15,41,6,47,5,33,29,19,38,0,43,0,76,18,28,0,29,18,42,66,5,33,6,0,38,18,47,19,43,19,6,32,37,40,37,41,16,0,62,0,54,19,16,52,5,0.0
53,43,37,59,18,88,58,35,39,57,19,74,55,38,60,34,56,36,39,37,56,2,58,1,32,39,55,34,55,38,38,56,20,74,45,55,29,72,57,37,66,32,33,61,47,47,71,23,58,36,33,57,59,35,5,63,59,2,33,24,48,36,60,23,55,36,38,46,57,36,32,62,71,22,47,46,4,90,92,18,39,47,21,47,59,33,4,91,48,40,32,46,94,1,93,1,2,0,72,1,49,2,20,62,20,56,32,56,71,1,58,23,60,24,4,34,38,34,49,37,49,35,5,47,48,23,55,23,56,24,48,39,33,47,33,37,61,2,4,75,21,62,39,40,56,35,38,39,59,24,21,57,58,34,33,40,5,57,48,34,49,24,38,23,39,2,48,1,33,35,21,37,5,40,4,74,20,34,5,35,20,39,60,1,33,2,5,37,20,46,21,40,21,2,32,36,38,36,39,24,4,62,4,56,21,24,55,1,0.0
44,54,33,67,16,82,62,33,35,61,17,78,48,46,64,28,48,36,35,37,49,1,58,1,23,46,48,29,47,46,34,59,16,77,36,59,19,76,55,42,71,26,24,71,38,57,76,17,57,36,24,61,58,29,12,72,59,1,24,19,38,36,65,18,48,36,34,56,58,35,22,70,76,18,38,56,12,83,92,13,35,57,18,57,65,29,12,83,38,47,23,56,94,1,93,1,11,0,77,1,39,2,17,71,17,60,23,60,76,1,58,18,65,18,12,29,34,29,38,37,38,30,12,57,38,18,48,18,48,18,38,46,24,57,24,37,66,1,12,78,18,72,35,47,48,29,34,46,58,18,18,61,58,29,24,47,12,61,38,29,38,19,34,18,35,2,38,1,24,30,18,37,12,47,12,77,17,29,12,30,17,46,65,1,24,2,12,37,17,56,18,47,18,2,23,36,34,36,35,19,12,71,12,60,18,19,48,1,0.0
44,48,22,71,13,92,69,23,24,64,15,79,50,40,75,14,50,28,27,28,52,1,65,2,19,43,51,16,50,40,25,64,13,78,32,60,15,75,59,36,88,9,17,74,36,51,89,2,62,28,17,65,64,16,2,76,66,1,18,3,38,28,76,3,50,28,27,54,63,28,17,72,89,3,36,52,2,93,91,2,25,53,15,56,76,15,2,93,38,40,19,54,93,1,92,1,1,1,91,1,40,1,15,75,15,66,18,65,90,1,64,4,76,3,2,17,28,17,38,28,38,16,2,56,39,4,51,4,50,3,38,42,17,54,18,28,78,1,2,79,15,76,27,41,50,16,27,43,64,3,15,67,64,16,18,42,2,67,39,16,38,3,28,4,29,1,39,2,18,16,15,30,2,44,2,78,16,17,2,18,16,43,77,1,20,1,2,30,16,55,15,44,17,3,19,29,27,29,27,3,2,75,2,66,15,5,51,2,0.0
43,51,40,58,19,89,58,40,41,55,21,72,45,50,62,31,45,44,41,44,45,4,51,3,34,50,44,32,44,50,40,54,22,72,41,54,32,69,48,49,72,28,35,59,42,53,75,18,50,44,35,55,51,33,5,61,52,4,35,19,42,43,62,18,44,43,40,52,50,43,34,60,76,18,42,52,4,90,90,14,41,53,23,53,62,31,4,91,43,51,34,52,92,2,91,3,3,2,77,3,43,4,22,60,22,54,34,54,76,3,51,18,62,18,4,32,40,32,43,44,43,33,5,53,42,18,44,18,45,19,42,50,35,53,35,44,63,3,4,73,23,60,41,51,45,33,40,50,51,19,23,55,51,32,35,51,5,55,42,32,43,19,40,18,41,4,42,3,35,33,23,44,5,51,4,72,22,32,5,33,22,50,62,3,35,4,5,44,22,52,23,51,23,4,34,43,40,43,41,19,4,60,4,54,23,19,44,3,0.0
59,34,54,54,6,95,65,29,56,38,10,85,60,34,66,28,60,30,56,30,61,14,64,14,33,34,60,28,60,33,55,38,8,84,58,36,26,80,63,33,70,27,33,61,59,35,73,22,64,30,33,39,64,28,0,62,65,14,34,23,59,30,66,22,60,30,55,35,64,30,33,59,72,22,58,34,0,95,80,20,56,35,11,36,66,28,0,95,59,34,33,35,81,14,81,14,0,13,73,14,60,14,10,61,10,38,33,38,72,14,64,22,67,22,0,28,56,28,59,30,59,28,0,36,59,22,60,22,61,22,59,33,33,36,33,31,67,14,0,85,11,62,56,34,60,28,56,34,65,22,11,39,64,28,33,35,0,39,59,28,60,22,56,22,57,14,59,14,33,29,11,31,0,35,0,84,10,28,0,29,10,34,66,14,34,14,0,31,10,35,11,35,11,14,33,30,56,30,57,22,0,61,0,38,11,23,60,14,0.0
47,48,38,65,22,86,56,40,40,55,23,73,49,46,58,36,49,42,40,42,49,2,53,1,28,46,48,36,48,46,39,55,22,72,46,54,27,72,52,45,64,34,28,67,46,49,68,26,53,42,29,56,53,37,7,67,54,2,29,27,46,41,58,26,48,41,39,48,52,41,28,66,67,26,46,48,6,88,92,22,40,49,23,49,58,35,7,89,47,47,28,48,94,1,93,0,4,0,69,1,47,2,22,66,22,55,28,55,68,1,53,26,58,26,6,36,39,36,47,42,47,37,7,49,46,26,48,26,49,27,46,46,29,49,29,42,59,1,7,73,23,67,40,47,49,37,39,46,53,27,23,56,53,36,29,47,7,56,46,36,47,27,39,26,40,2,46,1,29,37,23,42,7,47,6,72,22,36,7,37,22,46,58,1,29,2,7,42,22,48,23,47,23,2,28,41,39,41,40,27,6,66,6,55,23,27,48,1,0.0
52,47,39,61,17,92,66,31,41,55,23,71,54,42,67,27,54,34,41,34,54,8,61,7,32,41,53,27,53,41,40,54,23,70,43,53,31,65,59,40,67,26,33,62,46,50,69,25,61,34,33,55,61,28,2,63,62,8,33,26,45,33,66,25,53,33,40,49,61,33,32,62,68,24,45,49,0,93,84,23,41,50,24,50,66,27,1,94,46,42,32,49,88,7,87,6,0,4,70,7,46,8,23,62,23,54,32,54,69,6,61,25,67,25,1,27,40,27,46,34,46,28,2,50,45,25,53,25,54,26,45,41,33,50,33,34,68,7,1,72,24,62,41,42,54,28,40,41,61,26,24,55,61,27,33,42,2,55,45,27,46,26,40,25,41,8,45,7,33,28,24,34,2,42,1,71,23,27,2,28,23,41,67,7,33,8,2,34,23,49,24,42,24,8,32,33,40,33,41,26,1,62,1,54,24,26,53,7,0.0
37,51,28,68,13,89,73,22,30,62,16,79,42,47,75,16,44,29,32,30,45,3,64,3,22,50,44,17,43,46,30,61,14,78,33,58,18,75,56,43,81,13,22,72,35,54,84,7,63,28,22,62,63,17,4,73,65,3,22,9,38,30,75,8,44,29,31,56,63,29,21,70,83,6,34,54,4,91,88,5,31,56,16,57,74,16,4,91,37,49,22,56,92,2,91,1,2,0,86,2,39,3,16,72,16,62,22,62,85,1,63,9,76,8,4,17,32,17,38,30,38,17,4,57,38,9,44,9,44,9,37,49,22,56,22,30,78,3,4,79,16,73,32,50,44,17,32,50,64,9,16,63,63,17,22,50,4,63,38,17,38,9,32,9,33,3,38,3,22,17,16,31,4,51,4,78,16,17,4,18,16,50,77,2,23,3,4,31,16,56,16,51,17,4,22,30,32,30,32,9,4,72,4,62,16,10,44,3,0.0
37,60,28,66,14,86,69,32,28,65,18,76,42,53,73,20,42,38,30,38,42,1,57,0,26,53,41,21,41,52,29,64,18,76,30,64,24,72,52,49,83,17,26,68,32,61,86,8,56,38,26,65,58,22,6,69,58,1,27,9,32,37,73,8,41,37,29,62,57,37,25,68,86,8,31,62,6,89,94,5,30,62,19,63,73,21,5,89,33,54,26,62,95,0,94,0,3,0,87,0,33,1,18,68,18,65,26,65,86,0,57,8,73,9,6,21,29,21,33,38,33,22,6,63,32,8,41,8,42,9,32,53,27,62,27,38,74,1,6,77,18,69,30,54,42,22,29,53,58,9,18,66,57,21,27,54,6,66,32,21,33,9,29,8,30,1,32,0,27,22,19,38,6,54,6,76,18,21,6,22,18,53,73,0,27,1,6,38,18,62,19,54,19,1,26,37,29,37,30,9,6,68,6,65,19,9,41,0,0.0
